QuantumComputerID,T1CoherenceTime,T2CoherenceTime,Frequency,OperationID,OneQubitGateErrorRate
5,107.90,81.14,4.82,4,-1.27
5,68.99,35.16,4.89,4,10.64
5,135.52,87.30,4.72,4,-0.59
5,95.65,74.50,4.79,4,3.32
5,102.93,37.26,5.02,4,-0.20
5,107.90,81.14,4.82,5,-3.81
5,68.99,35.16,4.89,5,-3.81
5,135.52,87.30,4.72,5,-4.30
5,95.65,74.50,4.79,5,-6.93
5,102.93,37.26,5.02,5,-15.92
5,107.90,81.14,4.82,5,-4.30
5,68.99,35.16,4.89,5,-4.49
5,135.52,87.30,4.72,5,-3.12
5,95.65,74.50,4.79,5,-4.69
5,102.93,37.26,5.02,5,-13.18
5,107.90,81.14,4.82,6,-4.30
5,68.99,35.16,4.89,6,-4.10
5,135.52,87.30,4.72,6,-3.52
5,95.65,74.50,4.79,6,-7.52
5,102.93,37.26,5.02,6,-11.23
5,107.90,81.14,4.82,6,-4.20
5,68.99,35.16,4.89,6,-4.00
5,135.52,87.30,4.72,6,-2.73
5,95.65,74.50,4.79,6,-7.23
5,102.93,37.26,5.02,6,-13.77
5,107.90,81.14,4.82,7,1.37
5,68.99,35.16,4.89,7,2.34
5,135.52,87.30,4.72,7,1.27
5,95.65,74.50,4.79,7,3.91
5,102.93,37.26,5.02,7,2.83
5,107.90,81.14,4.82,7,1.07
5,68.99,35.16,4.89,7,3.12
5,135.52,87.30,4.72,7,0.88
5,95.65,74.50,4.79,7,3.22
5,102.93,37.26,5.02,7,3.81
6,82.98,16.81,4.80,4,-4.69
6,96.44,117.06,4.94,4,-4.30
6,76.36,105.54,4.83,4,-0.78
6,125.67,98.44,4.81,4,-3.22
6,90.61,47.11,4.75,4,-3.91
6,82.98,16.81,4.80,4,-7.71
6,96.44,117.06,4.94,4,-2.64
6,76.36,105.54,4.83,4,0.39
6,125.67,98.44,4.81,4,-2.44
6,90.61,47.11,4.75,4,-3.22
6,82.98,16.81,4.80,4,-2.93
6,96.44,117.06,4.94,4,-3.71
6,76.36,105.54,4.83,4,-1.66
6,125.67,98.44,4.81,4,1.86
6,90.61,47.11,4.75,4,-0.20
6,82.98,16.81,4.80,4,-2.34
6,96.44,117.06,4.94,4,-2.05
6,76.36,105.54,4.83,4,0.20
6,125.67,98.44,4.81,4,1.37
6,90.61,47.11,4.75,4,-0.98
6,82.98,16.81,4.80,4,-7.42
6,96.44,117.06,4.94,4,-4.79
6,76.36,105.54,4.83,4,-0.39
6,125.67,98.44,4.81,4,-2.34
6,90.61,47.11,4.75,4,-2.15
6,82.98,16.81,4.80,4,-6.35
6,96.44,117.06,4.94,4,-0.29
6,76.36,105.54,4.83,4,-0.98
6,125.67,98.44,4.81,4,-0.68
6,90.61,47.11,4.75,4,0.78
6,82.98,16.81,4.80,5,-3.81
6,96.44,117.06,4.94,5,-3.91
6,76.36,105.54,4.83,5,-3.12
6,125.67,98.44,4.81,5,-5.27
6,90.61,47.11,4.75,5,-2.93
6,82.98,16.81,4.80,5,-5.08
6,96.44,117.06,4.94,5,-2.15
6,76.36,105.54,4.83,5,-3.22
6,125.67,98.44,4.81,5,-4.69
6,90.61,47.11,4.75,5,-2.64
6,82.98,16.81,4.80,6,-5.18
6,96.44,117.06,4.94,6,-4.59
6,76.36,105.54,4.83,6,-2.54
6,125.67,98.44,4.81,6,-4.79
6,90.61,47.11,4.75,6,-2.73
6,82.98,16.81,4.80,6,-4.20
6,96.44,117.06,4.94,6,-3.12
6,76.36,105.54,4.83,6,-2.05
6,125.67,98.44,4.81,6,-4.49
6,90.61,47.11,4.75,6,-2.25
6,82.98,16.81,4.80,7,2.73
6,96.44,117.06,4.94,7,0.59
6,76.36,105.54,4.83,7,0.20
6,125.67,98.44,4.81,7,0.39
6,90.61,47.11,4.75,7,0.49
6,82.98,16.81,4.80,7,2.34
6,96.44,117.06,4.94,7,0.10
6,76.36,105.54,4.83,7,0.10
6,125.67,98.44,4.81,7,1.27
6,90.61,47.11,4.75,7,0.29
7,51.51,55.33,5.29,4,2.93
7,63.72,49.45,5.24,4,3.91
7,63.39,64.46,5.03,4,2.25
7,53.15,31.21,5.30,4,1.56
7,37.09,29.16,5.08,4,-6.74
7,51.51,55.33,5.29,4,4.79
7,63.72,49.45,5.24,4,4.00
7,63.39,64.46,5.03,4,3.91
7,53.15,31.21,5.30,4,0.78
7,37.09,29.16,5.08,4,-3.81
7,51.51,55.33,5.29,4,5.66
7,63.72,49.45,5.24,4,7.91
7,63.39,64.46,5.03,4,3.71
7,53.15,31.21,5.30,4,-2.83
7,37.09,29.16,5.08,4,-3.81
7,51.51,55.33,5.29,4,4.30
7,63.72,49.45,5.24,4,4.49
7,63.39,64.46,5.03,4,4.49
7,53.15,31.21,5.30,4,-1.46
7,37.09,29.16,5.08,4,-7.91
7,51.51,55.33,5.29,4,5.37
7,63.72,49.45,5.24,4,3.22
7,63.39,64.46,5.03,4,2.93
7,53.15,31.21,5.30,4,0.49
7,37.09,29.16,5.08,4,-5.08
7,51.51,55.33,5.29,4,3.42
7,63.72,49.45,5.24,4,4.79
7,63.39,64.46,5.03,4,3.03
7,53.15,31.21,5.30,4,0.98
7,37.09,29.16,5.08,4,-3.52
7,51.51,55.33,5.29,5,-3.22
7,63.72,49.45,5.24,5,-2.15
7,63.39,64.46,5.03,5,-2.54
7,53.15,31.21,5.30,5,-7.32
7,37.09,29.16,5.08,5,-4.10
7,51.51,55.33,5.29,5,-2.34
7,63.72,49.45,5.24,5,-5.47
7,63.39,64.46,5.03,5,-2.73
7,53.15,31.21,5.30,5,-7.42
7,37.09,29.16,5.08,5,-4.59
7,51.51,55.33,5.29,6,-2.93
7,63.72,49.45,5.24,6,-2.54
7,63.39,64.46,5.03,6,-2.64
7,53.15,31.21,5.30,6,-6.54
7,37.09,29.16,5.08,6,-4.39
7,51.51,55.33,5.29,6,-2.44
7,63.72,49.45,5.24,6,-5.37
7,63.39,64.46,5.03,6,-2.64
7,53.15,31.21,5.30,6,-6.54
7,37.09,29.16,5.08,6,-3.81
7,51.51,55.33,5.29,7,1.76
7,63.72,49.45,5.24,7,1.07
7,63.39,64.46,5.03,7,0.88
7,53.15,31.21,5.30,7,6.45
7,37.09,29.16,5.08,7,0.68
7,51.51,55.33,5.29,7,2.05
7,63.72,49.45,5.24,7,0.78
7,63.39,64.46,5.03,7,1.37
7,53.15,31.21,5.30,7,5.47
7,37.09,29.16,5.08,7,1.46
4,68.06,16.84,5.10,4,-3.91
4,66.48,72.35,5.24,4,-2.34
4,66.32,92.73,5.03,4,-1.86
4,88.86,52.09,4.90,4,5.47
4,56.25,34.46,5.03,4,6.74
4,20.86,49.51,5.07,4,-21.48
4,64.52,46.81,4.92,4,-0.78
4,67.51,84.24,4.97,4,6.54
4,92.42,177.65,4.74,4,-7.32
4,42.90,65.00,4.96,4,-2.44
4,77.15,59.22,4.95,4,4.69
4,28.66,55.91,5.01,4,-10.74
4,5.23,8.05,4.76,4,-3.71
4,26.71,48.31,4.97,4,-1.66
4,68.06,16.84,5.10,4,-3.61
4,66.48,72.35,5.24,4,-3.22
4,66.32,92.73,5.03,4,0.10
4,88.86,52.09,4.90,4,6.05
4,56.25,34.46,5.03,4,7.13
4,20.86,49.51,5.07,4,-20.21
4,64.52,46.81,4.92,4,-0.59
4,67.51,84.24,4.97,4,12.40
4,92.42,177.65,4.74,4,-6.74
4,42.90,65.00,4.96,4,-2.44
4,77.15,59.22,4.95,4,1.95
4,28.66,55.91,5.01,4,-13.87
4,5.23,8.05,4.76,4,-1.86
4,26.71,48.31,4.97,4,-0.20
4,68.06,16.84,5.10,4,-6.15
4,66.48,72.35,5.24,4,-3.81
4,66.32,92.73,5.03,4,-4.39
4,88.86,52.09,4.90,4,4.59
4,56.25,34.46,5.03,4,6.54
4,20.86,49.51,5.07,4,-20.21
4,64.52,46.81,4.92,4,-3.12
4,67.51,84.24,4.97,4,9.28
4,92.42,177.65,4.74,4,-6.35
4,42.90,65.00,4.96,4,-2.25
4,77.15,59.22,4.95,4,2.05
4,28.66,55.91,5.01,4,-15.04
4,5.23,8.05,4.76,4,-3.52
4,26.71,48.31,4.97,4,-4.00
4,68.06,16.84,5.10,4,-4.00
4,66.48,72.35,5.24,4,-3.03
4,66.32,92.73,5.03,4,-6.84
4,88.86,52.09,4.90,4,4.79
4,56.25,34.46,5.03,4,5.66
4,20.86,49.51,5.07,4,-17.87
4,64.52,46.81,4.92,4,-0.88
4,67.51,84.24,4.97,4,3.03
4,92.42,177.65,4.74,4,-7.32
4,42.90,65.00,4.96,4,-1.46
4,77.15,59.22,4.95,4,3.03
4,28.66,55.91,5.01,4,-14.84
4,5.23,8.05,4.76,4,-2.34
4,26.71,48.31,4.97,4,-4.10
4,68.06,16.84,5.10,4,-4.39
4,66.48,72.35,5.24,4,-4.30
4,66.32,92.73,5.03,4,-1.95
4,88.86,52.09,4.90,4,6.84
4,56.25,34.46,5.03,4,10.06
4,20.86,49.51,5.07,4,-20.51
4,64.52,46.81,4.92,4,7.32
4,67.51,84.24,4.97,4,10.84
4,92.42,177.65,4.74,4,-7.91
4,42.90,65.00,4.96,4,-0.29
4,77.15,59.22,4.95,4,5.96
4,28.66,55.91,5.01,4,-8.30
4,5.23,8.05,4.76,4,-1.27
4,26.71,48.31,4.97,4,-2.25
4,68.06,16.84,5.10,4,-2.44
4,66.48,72.35,5.24,4,-4.10
4,66.32,92.73,5.03,4,-2.34
4,88.86,52.09,4.90,4,3.32
4,56.25,34.46,5.03,4,8.01
4,20.86,49.51,5.07,4,-22.75
4,64.52,46.81,4.92,4,2.44
4,67.51,84.24,4.97,4,7.62
4,92.42,177.65,4.74,4,-8.20
4,42.90,65.00,4.96,4,1.56
4,77.15,59.22,4.95,4,-0.98
4,28.66,55.91,5.01,4,-12.21
4,5.23,8.05,4.76,4,-4.30
4,26.71,48.31,4.97,4,-5.57
4,68.06,16.84,5.10,4,-1.76
4,66.48,72.35,5.24,4,-3.61
4,66.32,92.73,5.03,4,-6.64
4,88.86,52.09,4.90,4,5.47
4,56.25,34.46,5.03,4,6.54
4,20.86,49.51,5.07,4,-18.07
4,64.52,46.81,4.92,4,2.64
4,67.51,84.24,4.97,4,5.66
4,92.42,177.65,4.74,4,-6.64
4,42.90,65.00,4.96,4,-1.37
4,77.15,59.22,4.95,4,1.56
4,28.66,55.91,5.01,4,-14.94
4,5.23,8.05,4.76,4,-2.25
4,26.71,48.31,4.97,4,-7.42
4,68.06,16.84,5.10,4,-5.96
4,66.48,72.35,5.24,4,-3.12
4,66.32,92.73,5.03,4,-3.22
4,88.86,52.09,4.90,4,5.86
4,56.25,34.46,5.03,4,4.69
4,20.86,49.51,5.07,4,-21.68
4,64.52,46.81,4.92,4,1.66
4,67.51,84.24,4.97,4,8.20
4,92.42,177.65,4.74,4,-5.76
4,42.90,65.00,4.96,4,-0.59
4,77.15,59.22,4.95,4,10.45
4,28.66,55.91,5.01,4,-11.33
4,5.23,8.05,4.76,4,-4.30
4,26.71,48.31,4.97,4,-5.27
4,68.06,16.84,5.10,4,-1.95
4,66.48,72.35,5.24,4,-1.37
4,66.32,92.73,5.03,4,-1.86
4,88.86,52.09,4.90,4,5.18
4,56.25,34.46,5.03,4,9.57
4,20.86,49.51,5.07,4,-21.09
4,64.52,46.81,4.92,4,5.27
4,67.51,84.24,4.97,4,11.04
4,92.42,177.65,4.74,4,-0.10
4,42.90,65.00,4.96,4,-4.30
4,77.15,59.22,4.95,4,1.66
4,28.66,55.91,5.01,4,-12.89
4,5.23,8.05,4.76,4,-1.56
4,26.71,48.31,4.97,4,-1.95
4,68.06,16.84,5.10,4,-2.73
4,66.48,72.35,5.24,4,0.98
4,66.32,92.73,5.03,4,-3.32
4,88.86,52.09,4.90,4,2.34
4,56.25,34.46,5.03,4,5.76
4,20.86,49.51,5.07,4,-25.00
4,64.52,46.81,4.92,4,5.76
4,67.51,84.24,4.97,4,16.70
4,92.42,177.65,4.74,4,-4.39
4,42.90,65.00,4.96,4,-2.44
4,77.15,59.22,4.95,4,-0.88
4,28.66,55.91,5.01,4,-18.16
4,5.23,8.05,4.76,4,-3.32
4,26.71,48.31,4.97,4,-8.79
4,68.06,16.84,5.10,4,-1.86
4,66.48,72.35,5.24,4,-4.88
4,66.32,92.73,5.03,4,-2.93
4,88.86,52.09,4.90,4,4.88
4,56.25,34.46,5.03,4,5.47
4,20.86,49.51,5.07,4,-19.82
4,64.52,46.81,4.92,4,1.86
4,67.51,84.24,4.97,4,2.54
4,92.42,177.65,4.74,4,-4.20
4,42.90,65.00,4.96,4,-3.22
4,77.15,59.22,4.95,4,4.69
4,28.66,55.91,5.01,4,-12.89
4,5.23,8.05,4.76,4,-0.98
4,26.71,48.31,4.97,4,-4.79
4,68.06,16.84,5.10,4,-4.49
4,66.48,72.35,5.24,4,-2.93
4,66.32,92.73,5.03,4,-6.05
4,88.86,52.09,4.90,4,2.05
4,56.25,34.46,5.03,4,6.45
4,20.86,49.51,5.07,4,-18.95
4,64.52,46.81,4.92,4,-2.15
4,67.51,84.24,4.97,4,1.95
4,92.42,177.65,4.74,4,-7.52
4,42.90,65.00,4.96,4,-2.64
4,77.15,59.22,4.95,4,3.81
4,28.66,55.91,5.01,4,-14.45
4,5.23,8.05,4.76,4,-2.44
4,26.71,48.31,4.97,4,-4.69
4,68.06,16.84,5.10,4,-2.34
4,66.48,72.35,5.24,4,-3.12
4,66.32,92.73,5.03,4,-5.57
4,88.86,52.09,4.90,4,6.05
4,56.25,34.46,5.03,4,8.30
4,20.86,49.51,5.07,4,-20.21
4,64.52,46.81,4.92,4,-1.56
4,67.51,84.24,4.97,4,0.59
4,92.42,177.65,4.74,4,-7.13
4,42.90,65.00,4.96,4,-0.88
4,77.15,59.22,4.95,4,5.86
4,28.66,55.91,5.01,4,-10.16
4,5.23,8.05,4.76,4,-3.03
4,26.71,48.31,4.97,4,-1.95
4,68.06,16.84,5.10,4,-1.27
4,66.48,72.35,5.24,4,-5.47
4,66.32,92.73,5.03,4,-5.47
4,88.86,52.09,4.90,4,2.25
4,56.25,34.46,5.03,4,7.23
4,20.86,49.51,5.07,4,-18.55
4,64.52,46.81,4.92,4,-0.98
4,67.51,84.24,4.97,4,7.23
4,92.42,177.65,4.74,4,-6.93
4,42.90,65.00,4.96,4,-4.49
4,77.15,59.22,4.95,4,0.00
4,28.66,55.91,5.01,4,-9.47
4,5.23,8.05,4.76,4,-3.52
4,26.71,48.31,4.97,4,-5.08
4,68.06,16.84,5.10,4,-1.46
4,66.48,72.35,5.24,4,-0.29
4,66.32,92.73,5.03,4,-3.52
4,88.86,52.09,4.90,4,4.69
4,56.25,34.46,5.03,4,5.86
4,20.86,49.51,5.07,4,-19.63
4,64.52,46.81,4.92,4,2.64
4,67.51,84.24,4.97,4,5.08
4,92.42,177.65,4.74,4,-7.52
4,42.90,65.00,4.96,4,0.10
4,77.15,59.22,4.95,4,1.66
4,28.66,55.91,5.01,4,-11.23
4,5.23,8.05,4.76,4,0.00
4,26.71,48.31,4.97,4,-1.86
4,68.06,16.84,5.10,5,-4.59
4,66.48,72.35,5.24,5,-9.08
4,66.32,92.73,5.03,5,-10.35
4,88.86,52.09,4.90,5,-19.43
4,56.25,34.46,5.03,5,-7.13
4,20.86,49.51,5.07,5,-14.16
4,64.52,46.81,4.92,5,-16.99
4,67.51,84.24,4.97,5,-13.87
4,92.42,177.65,4.74,5,-14.45
4,42.90,65.00,4.96,5,-5.76
4,77.15,59.22,4.95,5,-10.45
4,28.66,55.91,5.01,5,-12.50
4,5.23,8.05,4.76,5,-25.59
4,26.71,48.31,4.97,5,-17.38
4,68.06,16.84,5.10,5,-4.39
4,66.48,72.35,5.24,5,-8.69
4,66.32,92.73,5.03,5,-10.35
4,88.86,52.09,4.90,5,-19.14
4,56.25,34.46,5.03,5,-6.84
4,20.86,49.51,5.07,5,-17.87
4,64.52,46.81,4.92,5,-10.16
4,67.51,84.24,4.97,5,-5.37
4,92.42,177.65,4.74,5,-12.89
4,42.90,65.00,4.96,5,-5.47
4,77.15,59.22,4.95,5,-9.18
4,28.66,55.91,5.01,5,-8.79
4,5.23,8.05,4.76,5,-24.22
4,26.71,48.31,4.97,5,-18.07
4,68.06,16.84,5.10,5,-3.71
4,66.48,72.35,5.24,5,-7.91
4,66.32,92.73,5.03,5,-9.08
4,88.86,52.09,4.90,5,-15.92
4,56.25,34.46,5.03,5,-6.84
4,20.86,49.51,5.07,5,-15.72
4,64.52,46.81,4.92,5,-6.45
4,67.51,84.24,4.97,5,-19.24
4,92.42,177.65,4.74,5,-13.48
4,42.90,65.00,4.96,5,-6.93
4,77.15,59.22,4.95,5,-8.01
4,28.66,55.91,5.01,5,-9.18
4,5.23,8.05,4.76,5,-24.02
4,26.71,48.31,4.97,5,-19.34
4,68.06,16.84,5.10,5,-4.59
4,66.48,72.35,5.24,5,-7.71
4,66.32,92.73,5.03,5,-4.69
4,88.86,52.09,4.90,5,-15.43
4,56.25,34.46,5.03,5,-6.93
4,20.86,49.51,5.07,5,-15.62
4,64.52,46.81,4.92,5,-6.05
4,67.51,84.24,4.97,5,-18.75
4,92.42,177.65,4.74,5,-22.27
4,42.90,65.00,4.96,5,-5.76
4,77.15,59.22,4.95,5,-12.60
4,28.66,55.91,5.01,5,-10.25
4,5.23,8.05,4.76,5,-24.51
4,26.71,48.31,4.97,5,-24.41
4,68.06,16.84,5.10,6,-4.69
4,66.48,72.35,5.24,6,-8.30
4,66.32,92.73,5.03,6,-8.20
4,88.86,52.09,4.90,6,-17.87
4,56.25,34.46,5.03,6,-7.32
4,20.86,49.51,5.07,6,-16.99
4,64.52,46.81,4.92,6,-6.74
4,67.51,84.24,4.97,6,-14.55
4,92.42,177.65,4.74,6,-15.62
4,42.90,65.00,4.96,6,-5.66
4,77.15,59.22,4.95,6,-11.91
4,28.66,55.91,5.01,6,-11.52
4,5.23,8.05,4.76,6,-25.00
4,26.71,48.31,4.97,6,-17.87
4,68.06,16.84,5.10,6,-5.57
4,66.48,72.35,5.24,6,-8.98
4,66.32,92.73,5.03,6,-11.52
4,88.86,52.09,4.90,6,-18.36
4,56.25,34.46,5.03,6,-7.03
4,20.86,49.51,5.07,6,-17.29
4,64.52,46.81,4.92,6,-9.47
4,67.51,84.24,4.97,6,-5.66
4,92.42,177.65,4.74,6,-12.30
4,42.90,65.00,4.96,6,-5.96
4,77.15,59.22,4.95,6,-9.77
4,28.66,55.91,5.01,6,-8.50
4,5.23,8.05,4.76,6,-22.17
4,26.71,48.31,4.97,6,-16.21
4,68.06,16.84,5.10,6,-3.61
4,66.48,72.35,5.24,6,-8.40
4,66.32,92.73,5.03,6,-7.71
4,88.86,52.09,4.90,6,-17.19
4,56.25,34.46,5.03,6,-7.23
4,20.86,49.51,5.07,6,-15.53
4,64.52,46.81,4.92,6,-6.93
4,67.51,84.24,4.97,6,-24.32
4,92.42,177.65,4.74,6,-11.52
4,42.90,65.00,4.96,6,-6.35
4,77.15,59.22,4.95,6,-6.84
4,28.66,55.91,5.01,6,-10.16
4,5.23,8.05,4.76,6,-20.02
4,26.71,48.31,4.97,6,-16.89
4,68.06,16.84,5.10,6,-3.61
4,66.48,72.35,5.24,6,-7.71
4,66.32,92.73,5.03,6,-3.22
4,88.86,52.09,4.90,6,-15.53
4,56.25,34.46,5.03,6,-5.37
4,20.86,49.51,5.07,6,-15.53
4,64.52,46.81,4.92,6,-4.10
4,67.51,84.24,4.97,6,-12.11
4,92.42,177.65,4.74,6,-21.48
4,42.90,65.00,4.96,6,-6.64
4,77.15,59.22,4.95,6,-8.20
4,28.66,55.91,5.01,6,-9.86
4,5.23,8.05,4.76,6,-23.05
4,26.71,48.31,4.97,6,-23.34
4,68.06,16.84,5.10,7,0.10
4,66.48,72.35,5.24,7,0.78
4,66.32,92.73,5.03,7,0.49
4,88.86,52.09,4.90,7,12.30
4,56.25,34.46,5.03,7,0.39
4,20.86,49.51,5.07,7,0.10
4,64.52,46.81,4.92,7,5.96
4,67.51,84.24,4.97,7,14.75
4,92.42,177.65,4.74,7,4.98
4,42.90,65.00,4.96,7,0.20
4,77.15,59.22,4.95,7,11.33
4,28.66,55.91,5.01,7,0.68
4,5.23,8.05,4.76,7,16.11
4,26.71,48.31,4.97,7,5.27
4,68.06,16.84,5.10,7,0.39
4,66.48,72.35,5.24,7,0.78
4,66.32,92.73,5.03,7,0.68
4,88.86,52.09,4.90,7,10.55
4,56.25,34.46,5.03,7,1.17
4,20.86,49.51,5.07,7,0.20
4,64.52,46.81,4.92,7,0.59
4,67.51,84.24,4.97,7,13.77
4,92.42,177.65,4.74,7,4.30
4,42.90,65.00,4.96,7,0.29
4,77.15,59.22,4.95,7,1.95
4,28.66,55.91,5.01,7,9.96
4,5.23,8.05,4.76,7,21.48
4,26.71,48.31,4.97,7,6.25
4,68.06,16.84,5.10,7,0.20
4,66.48,72.35,5.24,7,0.59
4,66.32,92.73,5.03,7,0.88
4,88.86,52.09,4.90,7,11.91
4,56.25,34.46,5.03,7,0.98
4,20.86,49.51,5.07,7,0.29
4,64.52,46.81,4.92,7,5.57
4,67.51,84.24,4.97,7,39.55
4,92.42,177.65,4.74,7,4.98
4,42.90,65.00,4.96,7,0.39
4,77.15,59.22,4.95,7,1.76
4,28.66,55.91,5.01,7,2.93
4,5.23,8.05,4.76,7,15.53
4,26.71,48.31,4.97,7,22.36
4,68.06,16.84,5.10,7,0.68
4,66.48,72.35,5.24,7,0.49
4,66.32,92.73,5.03,7,0.68
4,88.86,52.09,4.90,7,10.16
4,56.25,34.46,5.03,7,0.49
4,20.86,49.51,5.07,7,0.39
4,64.52,46.81,4.92,7,1.07
4,67.51,84.24,4.97,7,17.87
4,92.42,177.65,4.74,7,4.49
4,42.90,65.00,4.96,7,0.20
4,77.15,59.22,4.95,7,2.34
4,28.66,55.91,5.01,7,0.20
4,5.23,8.05,4.76,7,17.19
4,26.71,48.31,4.97,7,5.86
0,105.41,127.71,4.97,4,-5.57
0,105.41,127.71,4.97,4,-4.30
0,105.41,127.71,4.97,4,-5.27
0,105.41,127.71,4.97,4,-4.59
0,105.41,127.71,4.97,4,-3.52
0,105.41,127.71,4.97,4,-6.93
0,105.41,127.71,4.97,4,-4.49
0,105.41,127.71,4.97,4,-0.49
0,105.41,127.71,4.97,4,-2.93
0,105.41,127.71,4.97,4,-4.49
0,105.41,127.71,4.97,4,-2.34
0,105.41,127.71,4.97,4,-6.15
0,105.41,127.71,4.97,4,0.10
0,105.41,127.71,4.97,4,-1.56
0,105.41,127.71,4.97,4,0.10
0,105.41,127.71,4.97,4,-0.59
0,105.41,127.71,4.97,5,-7.71
0,105.41,127.71,4.97,5,-7.32
0,105.41,127.71,4.97,5,-15.04
0,105.41,127.71,4.97,6,-6.93
0,105.41,127.71,4.97,6,-11.33
0,105.41,127.71,4.97,6,-11.23
0,105.41,127.71,4.97,7,2.44
0,105.41,127.71,4.97,7,3.52
0,105.41,127.71,4.97,7,3.03
1,73.71,41.45,4.64,4,-3.52
1,62.74,79.96,4.72,4,-6.35
1,68.05,73.80,4.76,4,-3.61
1,81.24,93.32,4.69,4,-10.35
1,89.94,21.03,4.92,4,-12.70
1,73.71,41.45,4.64,4,-4.39
1,62.74,79.96,4.72,4,-2.34
1,68.05,73.80,4.76,4,-4.69
1,81.24,93.32,4.69,4,-9.47
1,89.94,21.03,4.92,4,-12.70
1,73.71,41.45,4.64,4,-1.66
1,62.74,79.96,4.72,4,-6.45
1,68.05,73.80,4.76,4,-5.96
1,81.24,93.32,4.69,4,-9.18
1,89.94,21.03,4.92,4,-4.69
1,73.71,41.45,4.64,4,-4.98
1,62.74,79.96,4.72,4,-4.39
1,68.05,73.80,4.76,4,-6.93
1,81.24,93.32,4.69,4,-9.86
1,89.94,21.03,4.92,4,-11.82
1,73.71,41.45,4.64,4,-2.15
1,62.74,79.96,4.72,4,-4.98
1,68.05,73.80,4.76,4,-6.64
1,81.24,93.32,4.69,4,-9.77
1,89.94,21.03,4.92,4,-13.48
1,73.71,41.45,4.64,4,-2.44
1,62.74,79.96,4.72,4,-3.22
1,68.05,73.80,4.76,4,-7.13
1,81.24,93.32,4.69,4,-6.84
1,89.94,21.03,4.92,4,-11.52
1,73.71,41.45,4.64,4,-0.29
1,62.74,79.96,4.72,4,-4.69
1,68.05,73.80,4.76,4,-2.93
1,81.24,93.32,4.69,4,-9.67
1,89.94,21.03,4.92,4,-10.35
1,73.71,41.45,4.64,4,-1.37
1,62.74,79.96,4.72,4,-4.69
1,68.05,73.80,4.76,4,-4.00
1,81.24,93.32,4.69,4,-6.84
1,89.94,21.03,4.92,4,-9.57
1,73.71,41.45,4.64,4,-4.79
1,62.74,79.96,4.72,4,-1.86
1,68.05,73.80,4.76,4,-2.25
1,81.24,93.32,4.69,4,-10.55
1,89.94,21.03,4.92,4,-10.84
1,73.71,41.45,4.64,4,-1.37
1,62.74,79.96,4.72,4,-0.88
1,68.05,73.80,4.76,4,-3.52
1,81.24,93.32,4.69,4,-9.28
1,89.94,21.03,4.92,4,-13.57
1,73.71,41.45,4.64,4,-4.69
1,62.74,79.96,4.72,4,-4.39
1,68.05,73.80,4.76,4,-4.49
1,81.24,93.32,4.69,4,-7.71
1,89.94,21.03,4.92,4,-11.62
1,73.71,41.45,4.64,4,-2.83
1,62.74,79.96,4.72,4,-3.22
1,68.05,73.80,4.76,4,-5.66
1,81.24,93.32,4.69,4,-8.01
1,89.94,21.03,4.92,4,-12.21
1,73.71,41.45,4.64,4,2.83
1,62.74,79.96,4.72,4,1.37
1,68.05,73.80,4.76,4,-4.10
1,81.24,93.32,4.69,4,-6.25
1,89.94,21.03,4.92,4,-10.94
1,73.71,41.45,4.64,4,-1.66
1,62.74,79.96,4.72,4,-5.27
1,68.05,73.80,4.76,4,-3.52
1,81.24,93.32,4.69,4,-9.08
1,89.94,21.03,4.92,4,-14.84
1,73.71,41.45,4.64,4,-3.32
1,62.74,79.96,4.72,4,-6.35
1,68.05,73.80,4.76,4,-5.27
1,81.24,93.32,4.69,4,-9.28
1,89.94,21.03,4.92,4,-11.43
1,73.71,41.45,4.64,4,-5.76
1,62.74,79.96,4.72,4,-4.30
1,68.05,73.80,4.76,4,-7.42
1,81.24,93.32,4.69,4,-9.28
1,89.94,21.03,4.92,4,-13.09
1,73.71,41.45,4.64,5,-11.62
1,62.74,79.96,4.72,5,-14.55
1,68.05,73.80,4.76,5,-12.70
1,81.24,93.32,4.69,5,-6.35
1,89.94,21.03,4.92,5,-8.40
1,73.71,41.45,4.64,5,-19.53
1,62.74,79.96,4.72,5,-19.82
1,68.05,73.80,4.76,5,-13.28
1,81.24,93.32,4.69,5,-10.84
1,89.94,21.03,4.92,5,-11.91
1,73.71,41.45,4.64,5,-9.77
1,62.74,79.96,4.72,5,-15.53
1,68.05,73.80,4.76,5,-11.62
1,81.24,93.32,4.69,5,-10.06
1,89.94,21.03,4.92,5,-9.67
1,73.71,41.45,4.64,6,-7.91
1,62.74,79.96,4.72,6,-16.80
1,68.05,73.80,4.76,6,-10.74
1,81.24,93.32,4.69,6,-5.27
1,89.94,21.03,4.92,6,-8.69
1,73.71,41.45,4.64,6,-14.75
1,62.74,79.96,4.72,6,-15.23
1,68.05,73.80,4.76,6,-8.89
1,81.24,93.32,4.69,6,-5.27
1,89.94,21.03,4.92,6,-8.69
1,73.71,41.45,4.64,6,-9.08
1,62.74,79.96,4.72,6,-14.36
1,68.05,73.80,4.76,6,-8.11
1,81.24,93.32,4.69,6,-6.54
1,89.94,21.03,4.92,6,-8.50
1,73.71,41.45,4.64,7,4.39
1,62.74,79.96,4.72,7,2.15
1,68.05,73.80,4.76,7,0.98
1,81.24,93.32,4.69,7,3.52
1,89.94,21.03,4.92,7,2.34
